state_id,split,phase,suite,task_id,episode,predictor,spearman,pearson,top64_recall,top64_precision,ndcg64,auroc_top_quartile
libero_object_t06_ep000_s0072_manipulation,train,manipulation,libero_object,6,libero_object_t6_ep0,B0_random,0.06642538338292515,0.044480729765605395,0.234375,0.234375,0.5689434514132999,0.5047200520833334
libero_object_t06_ep000_s0072_manipulation,train,manipulation,libero_object,6,libero_object_t6_ep0,B0x_token_index,-0.30286964980544745,-0.35348141926063226,0.078125,0.078125,0.5181035792947601,0.21158854166666666
libero_object_t06_ep000_s0072_manipulation,train,manipulation,libero_object,6,libero_object_t6_ep0,B1_pred_norm_neg,0.6881494621194781,0.7687615509737317,0.71875,0.71875,0.8995279370587718,0.9073893229166666
libero_object_t06_ep000_s0072_manipulation,train,manipulation,libero_object,6,libero_object_t6_ep0,B2_change_norm,0.9369528210116731,0.7373695179294943,0.8125,0.8125,0.867221193771285,0.96435546875
libero_object_t06_ep000_s0072_manipulation,train,manipulation,libero_object,6,libero_object_t6_ep0,B3_cos_dist,0.9373619535362783,0.6078456445298993,0.8125,0.8125,0.8682087708492241,0.9646809895833334
libero_object_t06_ep000_s0072_manipulation,train,manipulation,libero_object,6,libero_object_t6_ep0,B4_linear_stats,0.9132882238498512,0.8298035672276648,0.796875,0.796875,0.8758569017212243,0.9369303385416666
libero_object_t06_ep001_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep1,B0_random,0.0884255550469215,0.06399830412679261,0.25,0.25,0.6300033165056423,0.5044759114583334
libero_object_t06_ep001_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep1,B0x_token_index,-0.29125514991989016,-0.2924949956968993,0.109375,0.109375,0.6247881916314946,0.2762858072916667
libero_object_t06_ep001_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep1,B1_pred_norm_neg,0.6030041199359121,0.6411168745293894,0.640625,0.640625,0.8707450931171363,0.8545735677083334
libero_object_t06_ep001_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep1,B2_change_norm,0.9399848363469901,0.680251602335752,0.8125,0.8125,0.9183623094058632,0.9540201822916666
libero_object_t06_ep001_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep1,B3_cos_dist,0.9398296234836347,0.5094345204547032,0.828125,0.828125,0.9189822301958801,0.9541829427083334
libero_object_t06_ep001_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep1,B4_linear_stats,0.9327649347676814,0.8610115667093963,0.8125,0.8125,0.9167258437610222,0.9515787760416666
libero_object_t06_ep001_s0056_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep1,B0_random,0.09499599450675211,0.11911414381439352,0.390625,0.390625,0.5944397205656686,0.5914713541666666
libero_object_t06_ep001_s0056_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep1,B0x_token_index,-0.3553408960860609,-0.3627710089949137,0.03125,0.03125,0.45691696996167097,0.23193359375
libero_object_t06_ep001_s0056_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep1,B1_pred_norm_neg,0.7374127374685283,0.7994014068293114,0.78125,0.78125,0.9116667211771393,0.937744140625
libero_object_t06_ep001_s0056_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep1,B2_change_norm,0.9542386701762418,0.8885842382260443,0.796875,0.796875,0.925576119823698,0.9510904947916666
